matrix_sequential,2,1,1,0.000005
matrix_cuda_gpu,2,1,1,0.075069
matrix_cuda_shared_memory,2,1,1,0.104937
matrix_cuda_2_level_reduction,2,1,1,0.063064
matrix_cuda_shared_memory_optimized,2,1,1,0.067117
matrix_sequential,2,1,1,0.000004
matrix_cuda_gpu,2,1,1,0.061756
matrix_cuda_shared_memory,2,1,1,0.061868
matrix_cuda_2_level_reduction,2,1,1,0.062840
matrix_cuda_shared_memory_optimized,2,1,1,0.062680
matrix_sequential,2,1,1,0.000004
matrix_cuda_gpu,2,1,1,0.062259
matrix_cuda_shared_memory,2,1,1,0.061503
matrix_cuda_2_level_reduction,2,1,1,0.100192
matrix_cuda_shared_memory_optimized,2,1,1,0.083912
matrix_sequential,2,1,1,0.000004
matrix_cuda_gpu,2,1,1,0.066679
matrix_cuda_shared_memory,2,1,1,0.061896
matrix_cuda_2_level_reduction,2,1,1,0.061381
matrix_cuda_shared_memory_optimized,2,1,1,0.061084
matrix_sequential,2,1,1,0.000003
matrix_cuda_gpu,2,1,1,0.061253
matrix_cuda_shared_memory,2,1,1,0.061255
matrix_cuda_2_level_reduction,2,1,1,0.088182
matrix_cuda_shared_memory_optimized,2,1,1,0.061537
matrix_sequential,2,1,1,0.000003
matrix_cuda_gpu,2,1,1,0.061642
matrix_cuda_shared_memory,2,1,1,0.061630
matrix_cuda_2_level_reduction,2,1,1,0.062789
matrix_cuda_shared_memory_optimized,2,1,1,0.067088
matrix_sequential,2,1,1,0.000002
matrix_cuda_gpu,2,1,1,0.063117
matrix_cuda_shared_memory,2,1,1,0.089337
matrix_cuda_2_level_reduction,2,1,1,0.085053
matrix_cuda_shared_memory_optimized,2,1,1,0.062497
matrix_sequential,2,1,1,0.000004
matrix_cuda_gpu,2,1,1,0.062169
matrix_cuda_shared_memory,2,1,1,0.062413
matrix_cuda_2_level_reduction,2,1,1,0.061575
matrix_cuda_shared_memory_optimized,2,1,1,0.060980
matrix_sequential,2,1,1,0.000003
matrix_cuda_gpu,2,1,1,0.062830
matrix_cuda_shared_memory,2,1,1,0.062153
matrix_cuda_2_level_reduction,2,1,1,0.070824
matrix_cuda_shared_memory_optimized,2,1,1,0.114627
matrix_sequential,2,1,1,0.000005
matrix_cuda_gpu,2,1,1,0.067584
matrix_cuda_shared_memory,2,1,1,0.062397
matrix_cuda_2_level_reduction,2,1,1,0.089314
matrix_cuda_shared_memory_optimized,2,1,1,0.061558
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.063097
matrix_cuda_shared_memory,2,1,32,0.061185
matrix_cuda_2_level_reduction,2,1,32,0.062558
matrix_cuda_shared_memory_optimized,2,1,32,0.085274
matrix_sequential,2,1,32,0.000002
matrix_cuda_gpu,2,1,32,0.063465
matrix_cuda_shared_memory,2,1,32,0.062857
matrix_cuda_2_level_reduction,2,1,32,0.066061
matrix_cuda_shared_memory_optimized,2,1,32,0.062545
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.063950
matrix_cuda_shared_memory,2,1,32,0.103502
matrix_cuda_2_level_reduction,2,1,32,0.064589
matrix_cuda_shared_memory_optimized,2,1,32,0.062311
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.104579
matrix_cuda_shared_memory,2,1,32,0.062778
matrix_cuda_2_level_reduction,2,1,32,0.062497
matrix_cuda_shared_memory_optimized,2,1,32,0.075646
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.063733
matrix_cuda_shared_memory,2,1,32,0.111805
matrix_cuda_2_level_reduction,2,1,32,0.061487
matrix_cuda_shared_memory_optimized,2,1,32,0.065724
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.064156
matrix_cuda_shared_memory,2,1,32,0.076139
matrix_cuda_2_level_reduction,2,1,32,0.067990
matrix_cuda_shared_memory_optimized,2,1,32,0.067522
matrix_sequential,2,1,32,0.000002
matrix_cuda_gpu,2,1,32,0.070309
matrix_cuda_shared_memory,2,1,32,0.064261
matrix_cuda_2_level_reduction,2,1,32,0.066116
matrix_cuda_shared_memory_optimized,2,1,32,0.062631
matrix_sequential,2,1,32,0.000003
matrix_cuda_gpu,2,1,32,0.063167
matrix_cuda_shared_memory,2,1,32,0.063858
matrix_cuda_2_level_reduction,2,1,32,0.102222
matrix_cuda_shared_memory_optimized,2,1,32,0.064695
matrix_sequential,2,1,32,0.000004
matrix_cuda_gpu,2,1,32,0.061686
matrix_cuda_shared_memory,2,1,32,0.125123
