pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.090540
pi_cuda_shared_memory,1000,1,0.052089
pi_cuda_2_level_reduction,1000,1,0.060837
pi_cuda_gpu_tableau,1000,1,0.081858
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.061825
pi_cuda_shared_memory,1000,1,0.051308
pi_cuda_2_level_reduction,1000,1,0.050913
pi_cuda_gpu_tableau,1000,1,0.050965
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.050284
pi_cuda_shared_memory,1000,1,0.050881
pi_cuda_2_level_reduction,1000,1,0.050138
pi_cuda_gpu_tableau,1000,1,0.051925
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.053864
pi_cuda_shared_memory,1000,1,0.050475
pi_cuda_2_level_reduction,1000,1,0.051126
pi_cuda_gpu_tableau,1000,1,0.050370
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.055588
pi_cuda_shared_memory,1000,1,0.051192
pi_cuda_2_level_reduction,1000,1,0.054945
pi_cuda_gpu_tableau,1000,1,0.097715
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.050722
pi_cuda_shared_memory,1000,1,0.050628
pi_cuda_2_level_reduction,1000,1,0.052646
pi_cuda_gpu_tableau,1000,1,0.050401
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.051463
pi_cuda_shared_memory,1000,1,0.052156
pi_cuda_2_level_reduction,1000,1,0.050342
pi_cuda_gpu_tableau,1000,1,0.052082
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.050607
pi_cuda_shared_memory,1000,1,0.052488
pi_cuda_2_level_reduction,1000,1,0.050556
pi_cuda_gpu_tableau,1000,1,0.050261
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.051385
pi_cuda_shared_memory,1000,1,0.050204
pi_cuda_2_level_reduction,1000,1,0.050871
pi_cuda_gpu_tableau,1000,1,0.078085
pi_sequential,1000,1,0.000001
pi_cuda_gpu,1000,1,0.053822
pi_cuda_shared_memory,1000,1,0.055605
pi_cuda_2_level_reduction,1000,1,0.052283
pi_cuda_gpu_tableau,1000,1,0.050613
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.053827
pi_cuda_shared_memory,1000,32,0.051797
pi_cuda_2_level_reduction,1000,32,0.051730
pi_cuda_gpu_tableau,1000,32,0.050905
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.051015
pi_cuda_shared_memory,1000,32,0.053203
pi_cuda_2_level_reduction,1000,32,0.049546
pi_cuda_gpu_tableau,1000,32,0.052438
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.050940
pi_cuda_shared_memory,1000,32,0.050136
pi_cuda_2_level_reduction,1000,32,0.050298
pi_cuda_gpu_tableau,1000,32,0.052170
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.051067
pi_cuda_shared_memory,1000,32,0.051370
pi_cuda_2_level_reduction,1000,32,0.051633
pi_cuda_gpu_tableau,1000,32,0.076517
pi_sequential,1000,32,0.000002
pi_cuda_gpu,1000,32,0.051205
pi_cuda_shared_memory,1000,32,0.051880
pi_cuda_2_level_reduction,1000,32,0.050486
pi_cuda_gpu_tableau,1000,32,0.050768
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.050727
pi_cuda_shared_memory,1000,32,0.050668
pi_cuda_2_level_reduction,1000,32,0.052027
pi_cuda_gpu_tableau,1000,32,0.050414
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.051750
pi_cuda_shared_memory,1000,32,0.051640
pi_cuda_2_level_reduction,1000,32,0.051936
pi_cuda_gpu_tableau,1000,32,0.051092
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.059955
pi_cuda_shared_memory,1000,32,0.088433
pi_cuda_2_level_reduction,1000,32,0.050244
pi_cuda_gpu_tableau,1000,32,0.052350
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.051742
pi_cuda_shared_memory,1000,32,0.050371
pi_cuda_2_level_reduction,1000,32,0.052000
pi_cuda_gpu_tableau,1000,32,0.050820
pi_sequential,1000,32,0.000001
pi_cuda_gpu,1000,32,0.089088
pi_cuda_shared_memory,1000,32,0.050980
pi_cuda_2_level_reduction,1000,32,0.052406
pi_cuda_gpu_tableau,1000,32,0.059155
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.054006
pi_cuda_shared_memory,1000,64,0.051107
pi_cuda_2_level_reduction,1000,64,0.052167
pi_cuda_gpu_tableau,1000,64,0.052386
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.054009
pi_cuda_shared_memory,1000,64,0.052092
pi_cuda_2_level_reduction,1000,64,0.051562
pi_cuda_gpu_tableau,1000,64,0.057509
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.051679
pi_cuda_shared_memory,1000,64,0.051224
pi_cuda_2_level_reduction,1000,64,0.050951
pi_cuda_gpu_tableau,1000,64,0.052325
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.051460
pi_cuda_shared_memory,1000,64,0.051706
pi_cuda_2_level_reduction,1000,64,0.051768
pi_cuda_gpu_tableau,1000,64,0.051390
pi_sequential,1000,64,0.000002
pi_cuda_gpu,1000,64,0.053862
pi_cuda_shared_memory,1000,64,0.088298
pi_cuda_2_level_reduction,1000,64,0.050548
pi_cuda_gpu_tableau,1000,64,0.050602
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.051635
pi_cuda_shared_memory,1000,64,0.051995
pi_cuda_2_level_reduction,1000,64,0.050583
pi_cuda_gpu_tableau,1000,64,0.050987
pi_sequential,1000,64,0.000002
pi_cuda_gpu,1000,64,0.051329
pi_cuda_shared_memory,1000,64,0.052518
pi_cuda_2_level_reduction,1000,64,0.052972
pi_cuda_gpu_tableau,1000,64,0.088604
pi_sequential,1000,64,0.000002
pi_cuda_gpu,1000,64,0.052055
pi_cuda_shared_memory,1000,64,0.051846
pi_cuda_2_level_reduction,1000,64,0.051186
pi_cuda_gpu_tableau,1000,64,0.049989
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.052044
pi_cuda_shared_memory,1000,64,0.051031
pi_cuda_2_level_reduction,1000,64,0.088416
pi_cuda_gpu_tableau,1000,64,0.051302
pi_sequential,1000,64,0.000001
pi_cuda_gpu,1000,64,0.053520
pi_cuda_shared_memory,1000,64,0.050984
pi_cuda_2_level_reduction,1000,64,0.051791
pi_cuda_gpu_tableau,1000,64,0.052028
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.052433
pi_cuda_shared_memory,1000,128,0.051158
pi_cuda_2_level_reduction,1000,128,0.051144
pi_cuda_gpu_tableau,1000,128,0.050346
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.051116
pi_cuda_shared_memory,1000,128,0.050621
pi_cuda_2_level_reduction,1000,128,0.050635
pi_cuda_gpu_tableau,1000,128,0.050568
pi_sequential,1000,128,0.000002
pi_cuda_gpu,1000,128,0.051576
pi_cuda_shared_memory,1000,128,0.052553
pi_cuda_2_level_reduction,1000,128,0.050499
pi_cuda_gpu_tableau,1000,128,0.050569
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.055974
pi_cuda_shared_memory,1000,128,0.050059
pi_cuda_2_level_reduction,1000,128,0.051197
pi_cuda_gpu_tableau,1000,128,0.051402
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.050635
pi_cuda_shared_memory,1000,128,0.051165
pi_cuda_2_level_reduction,1000,128,0.052306
pi_cuda_gpu_tableau,1000,128,0.050482
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.051183
pi_cuda_shared_memory,1000,128,0.050413
pi_cuda_2_level_reduction,1000,128,0.050555
pi_cuda_gpu_tableau,1000,128,0.051819
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.055582
pi_cuda_shared_memory,1000,128,0.050618
pi_cuda_2_level_reduction,1000,128,0.052792
pi_cuda_gpu_tableau,1000,128,0.051407
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.051615
pi_cuda_shared_memory,1000,128,0.051748
pi_cuda_2_level_reduction,1000,128,0.051000
pi_cuda_gpu_tableau,1000,128,0.050744
pi_sequential,1000,128,0.000005
pi_cuda_gpu,1000,128,0.075303
pi_cuda_shared_memory,1000,128,0.050099
pi_cuda_2_level_reduction,1000,128,0.051895
pi_cuda_gpu_tableau,1000,128,0.051764
pi_sequential,1000,128,0.000001
pi_cuda_gpu,1000,128,0.051281
pi_cuda_shared_memory,1000,128,0.050753
pi_cuda_2_level_reduction,1000,128,0.049822
pi_cuda_gpu_tableau,1000,128,0.051640
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.051028
pi_cuda_shared_memory,1000,256,0.103339
pi_cuda_2_level_reduction,1000,256,0.050098
pi_cuda_gpu_tableau,1000,256,0.053022
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.050355
pi_cuda_shared_memory,1000,256,0.051119
pi_cuda_2_level_reduction,1000,256,0.050671
pi_cuda_gpu_tableau,1000,256,0.050789
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.050869
pi_cuda_shared_memory,1000,256,0.092922
pi_cuda_2_level_reduction,1000,256,0.050845
pi_cuda_gpu_tableau,1000,256,0.051621
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.051239
pi_cuda_shared_memory,1000,256,0.050938
pi_cuda_2_level_reduction,1000,256,0.052365
pi_cuda_gpu_tableau,1000,256,0.050918
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.051881
pi_cuda_shared_memory,1000,256,0.050932
pi_cuda_2_level_reduction,1000,256,0.050076
pi_cuda_gpu_tableau,1000,256,0.050578
pi_sequential,1000,256,0.000002
pi_cuda_gpu,1000,256,0.051325
pi_cuda_shared_memory,1000,256,0.050572
pi_cuda_2_level_reduction,1000,256,0.050457
pi_cuda_gpu_tableau,1000,256,0.056059
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.054193
pi_cuda_shared_memory,1000,256,0.052776
pi_cuda_2_level_reduction,1000,256,0.050668
pi_cuda_gpu_tableau,1000,256,0.051376
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.052279
pi_cuda_shared_memory,1000,256,0.054068
pi_cuda_2_level_reduction,1000,256,0.079904
pi_cuda_gpu_tableau,1000,256,0.051076
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.051036
pi_cuda_shared_memory,1000,256,0.050930
pi_cuda_2_level_reduction,1000,256,0.050897
pi_cuda_gpu_tableau,1000,256,0.051322
pi_sequential,1000,256,0.000001
pi_cuda_gpu,1000,256,0.054058
pi_cuda_shared_memory,1000,256,0.051112
pi_cuda_2_level_reduction,1000,256,0.052250
pi_cuda_gpu_tableau,1000,256,0.096488
pi_sequential,1000000,1,0.001069
pi_cuda_gpu,1000000,1,0.052276
pi_cuda_shared_memory,1000000,1,0.050760
pi_cuda_2_level_reduction,1000000,1,0.050945
pi_cuda_gpu_tableau,1000000,1,0.052901
pi_sequential,1000000,1,0.001074
pi_cuda_gpu,1000000,1,0.052703
pi_cuda_shared_memory,1000000,1,0.051269
pi_cuda_2_level_reduction,1000000,1,0.051498
pi_cuda_gpu_tableau,1000000,1,0.054095
pi_sequential,1000000,1,0.001097
pi_cuda_gpu,1000000,1,0.055614
pi_cuda_shared_memory,1000000,1,0.050024
pi_cuda_2_level_reduction,1000000,1,0.050664
pi_cuda_gpu_tableau,1000000,1,0.056236
pi_sequential,1000000,1,0.001069
pi_cuda_gpu,1000000,1,0.054277
pi_cuda_shared_memory,1000000,1,0.051645
pi_cuda_2_level_reduction,1000000,1,0.050656
pi_cuda_gpu_tableau,1000000,1,0.055509
pi_sequential,1000000,1,0.001140
pi_cuda_gpu,1000000,1,0.050474
pi_cuda_shared_memory,1000000,1,0.088558
pi_cuda_2_level_reduction,1000000,1,0.087440
pi_cuda_gpu_tableau,1000000,1,0.053509
pi_sequential,1000000,1,0.001091
pi_cuda_gpu,1000000,1,0.052320
pi_cuda_shared_memory,1000000,1,0.087582
pi_cuda_2_level_reduction,1000000,1,0.050796
pi_cuda_gpu_tableau,1000000,1,0.055022
pi_sequential,1000000,1,0.001091
pi_cuda_gpu,1000000,1,0.052255
pi_cuda_shared_memory,1000000,1,0.050941
pi_cuda_2_level_reduction,1000000,1,0.087919
pi_cuda_gpu_tableau,1000000,1,0.054890
pi_sequential,1000000,1,0.001079
pi_cuda_gpu,1000000,1,0.051203
pi_cuda_shared_memory,1000000,1,0.051727
pi_cuda_2_level_reduction,1000000,1,0.052684
pi_cuda_gpu_tableau,1000000,1,0.053586
pi_sequential,1000000,1,0.001069
pi_cuda_gpu,1000000,1,0.051588
pi_cuda_shared_memory,1000000,1,0.085708
pi_cuda_2_level_reduction,1000000,1,0.050656
pi_cuda_gpu_tableau,1000000,1,0.055508
pi_sequential,1000000,1,0.001091
pi_cuda_gpu,1000000,1,0.050554
pi_cuda_shared_memory,1000000,1,0.051105
pi_cuda_2_level_reduction,1000000,1,0.051182
pi_cuda_gpu_tableau,1000000,1,0.054007
pi_sequential,1000000,32,0.001128
pi_cuda_gpu,1000000,32,0.050886
pi_cuda_shared_memory,1000000,32,0.051984
pi_cuda_2_level_reduction,1000000,32,0.050473
pi_cuda_gpu_tableau,1000000,32,0.054739
pi_sequential,1000000,32,0.001069
pi_cuda_gpu,1000000,32,0.054216
pi_cuda_shared_memory,1000000,32,0.051854
pi_cuda_2_level_reduction,1000000,32,0.050972
pi_cuda_gpu_tableau,1000000,32,0.053696
pi_sequential,1000000,32,0.001075
pi_cuda_gpu,1000000,32,0.052406
pi_cuda_shared_memory,1000000,32,0.051792
pi_cuda_2_level_reduction,1000000,32,0.051669
pi_cuda_gpu_tableau,1000000,32,0.054578
pi_sequential,1000000,32,0.001069
pi_cuda_gpu,1000000,32,0.050670
pi_cuda_shared_memory,1000000,32,0.051238
pi_cuda_2_level_reduction,1000000,32,0.050381
pi_cuda_gpu_tableau,1000000,32,0.077095
pi_sequential,1000000,32,0.001120
pi_cuda_gpu,1000000,32,0.051955
pi_cuda_shared_memory,1000000,32,0.050190
pi_cuda_2_level_reduction,1000000,32,0.051248
pi_cuda_gpu_tableau,1000000,32,0.054252
pi_sequential,1000000,32,0.001096
pi_cuda_gpu,1000000,32,0.050609
pi_cuda_shared_memory,1000000,32,0.053491
pi_cuda_2_level_reduction,1000000,32,0.052088
pi_cuda_gpu_tableau,1000000,32,0.056673
pi_sequential,1000000,32,0.005163
pi_cuda_gpu,1000000,32,0.087684
pi_cuda_shared_memory,1000000,32,0.053084
pi_cuda_2_level_reduction,1000000,32,0.051627
pi_cuda_gpu_tableau,1000000,32,0.053596
pi_sequential,1000000,32,0.001074
pi_cuda_gpu,1000000,32,0.051052
pi_cuda_shared_memory,1000000,32,0.054019
pi_cuda_2_level_reduction,1000000,32,0.052130
pi_cuda_gpu_tableau,1000000,32,0.056733
pi_sequential,1000000,32,0.001097
pi_cuda_gpu,1000000,32,0.050916
pi_cuda_shared_memory,1000000,32,0.051768
pi_cuda_2_level_reduction,1000000,32,0.053301
pi_cuda_gpu_tableau,1000000,32,0.055568
pi_sequential,1000000,32,0.001129
pi_cuda_gpu,1000000,32,0.053524
pi_cuda_shared_memory,1000000,32,0.050658
pi_cuda_2_level_reduction,1000000,32,0.051008
pi_cuda_gpu_tableau,1000000,32,0.054053
pi_sequential,1000000,64,0.001091
pi_cuda_gpu,1000000,64,0.050978
pi_cuda_shared_memory,1000000,64,0.050698
pi_cuda_2_level_reduction,1000000,64,0.050884
pi_cuda_gpu_tableau,1000000,64,0.056275
pi_sequential,1000000,64,0.005234
pi_cuda_gpu,1000000,64,0.075415
pi_cuda_shared_memory,1000000,64,0.052369
pi_cuda_2_level_reduction,1000000,64,0.051881
pi_cuda_gpu_tableau,1000000,64,0.055089
pi_sequential,1000000,64,0.001092
pi_cuda_gpu,1000000,64,0.051088
pi_cuda_shared_memory,1000000,64,0.050842
pi_cuda_2_level_reduction,1000000,64,0.051066
pi_cuda_gpu_tableau,1000000,64,0.053225
pi_sequential,1000000,64,0.001091
pi_cuda_gpu,1000000,64,0.051288
pi_cuda_shared_memory,1000000,64,0.051666
pi_cuda_2_level_reduction,1000000,64,0.057620
pi_cuda_gpu_tableau,1000000,64,0.054505
pi_sequential,1000000,64,0.001091
pi_cuda_gpu,1000000,64,0.051839
pi_cuda_shared_memory,1000000,64,0.051316
pi_cuda_2_level_reduction,1000000,64,0.052426
pi_cuda_gpu_tableau,1000000,64,0.052908
pi_sequential,1000000,64,0.001069
pi_cuda_gpu,1000000,64,0.054658
pi_cuda_shared_memory,1000000,64,0.053551
pi_cuda_2_level_reduction,1000000,64,0.050595
pi_cuda_gpu_tableau,1000000,64,0.055217
pi_sequential,1000000,64,0.001091
pi_cuda_gpu,1000000,64,0.051119
pi_cuda_shared_memory,1000000,64,0.052508
pi_cuda_2_level_reduction,1000000,64,0.050746
pi_cuda_gpu_tableau,1000000,64,0.053403
pi_sequential,1000000,64,0.001091
pi_cuda_gpu,1000000,64,0.052179
pi_cuda_shared_memory,1000000,64,0.051201
pi_cuda_2_level_reduction,1000000,64,0.052122
pi_cuda_gpu_tableau,1000000,64,0.074488
pi_sequential,1000000,64,0.001074
pi_cuda_gpu,1000000,64,0.053056
pi_cuda_shared_memory,1000000,64,0.052555
pi_cuda_2_level_reduction,1000000,64,0.050905
pi_cuda_gpu_tableau,1000000,64,0.055893
